No of entries7175
Event    Timeslice     Bin-values in each TS
0	0	0	0	z[0]=117.7;
0	0	0	0	z[1]=55.7;
0	0	0	0	z[2]=7.25;
0	0	0	0	z[3]=136.3;
0	0	0	0	z[4]=86.7;
0	0	0	0	z[5]=37.1;
0	0	0	0	z[6]=148.7;
0	0	0	0	z[7]=80.5;
0	0	0	0	z[8]=68.1;
0	0	0	0	z[9]=49.5;
0	0	0	1	z[0]=105.3;
0	0	0	1	z[1]=142.5;
0	0	0	1	z[2]=86.7;
0	0	0	1	z[3]=32.05;
0	0	0	1	z[4]=16.55;
0	0	0	1	z[5]=55.7;
0	0	0	1	z[6]=22.75;
0	0	0	1	z[7]=0;
0	0	0	1	z[8]=0;
0	0	0	1	z[9]=7.25;
0	0	0	2	z[0]=105.3;
0	0	0	2	z[1]=130.1;
0	0	0	2	z[2]=49.5;
0	0	0	2	z[3]=0;
0	0	0	2	z[4]=55.7;
0	0	0	2	z[5]=74.3;
0	0	0	2	z[6]=7.25;
0	0	0	2	z[7]=86.7;
0	0	0	2	z[8]=176.6;
0	0	0	2	z[9]=49.5;
0	0	0	3	z[0]=189;
0	0	0	3	z[1]=238.6;
0	0	0	3	z[2]=238.6;
0	0	0	3	z[3]=251;
0	0	0	3	z[4]=189;
0	0	0	3	z[5]=313;
0	0	0	3	z[6]=375;
0	0	0	3	z[7]=263.4;
0	0	0	3	z[8]=154.9;
0	0	0	3	z[9]=251;
0	0	0	4	z[0]=201.4;
0	0	0	4	z[1]=201.4;
0	0	0	4	z[2]=164.2;
0	0	0	4	z[3]=251;
0	0	0	4	z[4]=300.6;
0	0	0	4	z[5]=176.6;
0	0	0	4	z[6]=238.6;
0	0	0	4	z[7]=263.4;
0	0	0	4	z[8]=313;
0	0	0	4	z[9]=117.7;
0	0	1	0	z[0]=123.9;
0	0	1	0	z[1]=275.8;
0	0	1	0	z[2]=37.1;
0	0	1	0	z[3]=49.5;
0	0	1	0	z[4]=49.5;
0	0	1	0	z[5]=68.1;
0	0	1	0	z[6]=154.9;
0	0	1	0	z[7]=201.4;
0	0	1	0	z[8]=300.6;
0	0	1	0	z[9]=201.4;
0	0	1	1	z[0]=164.2;
0	0	1	1	z[1]=0;
0	0	1	1	z[2]=4.15;
0	0	1	1	z[3]=99.1;
0	0	1	1	z[4]=55.7;
0	0	1	1	z[5]=176.6;
0	0	1	1	z[6]=164.2;
0	0	1	1	z[7]=111.5;
0	0	1	1	z[8]=68.1;
0	0	1	1	z[9]=61.9;
0	0	1	2	z[0]=55.7;
0	0	1	2	z[1]=55.7;
0	0	1	2	z[2]=37.1;
0	0	1	2	z[3]=55.7;
0	0	1	2	z[4]=80.5;
0	0	1	2	z[5]=13.45;
0	0	1	2	z[6]=105.3;
0	0	1	2	z[7]=49.5;
0	0	1	2	z[8]=130.1;
0	0	1	2	z[9]=189;
0	0	1	3	z[0]=22.75;
0	0	1	3	z[1]=37.1;
0	0	1	3	z[2]=68.1;
0	0	1	3	z[3]=1.05;
0	0	1	3	z[4]=74.3;
0	0	1	3	z[5]=37.1;
0	0	1	3	z[6]=37.1;
0	0	1	3	z[7]=43.3;
0	0	1	3	z[8]=142.5;
0	0	1	3	z[9]=92.9;
0	1	0	0	z[0]=142.5;
0	1	0	0	z[1]=251;
0	1	0	0	z[2]=148.7;
0	1	0	0	z[3]=68.1;
0	1	0	0	z[4]=0;
0	1	0	0	z[5]=0;
0	1	0	0	z[6]=0;
0	1	0	0	z[7]=0;
0	1	0	0	z[8]=0;
0	1	0	0	z[9]=99.1;
0	1	0	1	z[0]=61.9;
0	1	0	1	z[1]=105.3;
0	1	0	1	z[2]=61.9;
0	1	0	1	z[3]=37.1;
0	1	0	1	z[4]=0;
0	1	0	1	z[5]=10.35;
0	1	0	1	z[6]=43.3;
0	1	0	1	z[7]=55.7;
0	1	0	1	z[8]=61.9;
0	1	0	1	z[9]=74.3;
0	1	0	2	z[0]=68.1;
0	1	0	2	z[1]=10.35;
0	1	0	2	z[2]=176.6;
0	1	0	2	z[3]=99.1;
0	1	0	2	z[4]=0;
0	1	0	2	z[5]=25.85;
0	1	0	2	z[6]=10.35;
0	1	0	2	z[7]=43.3;
0	1	0	2	z[8]=43.3;
0	1	0	2	z[9]=37.1;
0	1	0	3	z[0]=189;
0	1	0	3	z[1]=80.5;
0	1	0	3	z[2]=49.5;
0	1	0	3	z[3]=164.2;
0	1	0	3	z[4]=288.2;
0	1	0	3	z[5]=136.3;
0	1	0	3	z[6]=117.7;
0	1	0	3	z[7]=189;
0	1	0	3	z[8]=176.6;
0	1	0	3	z[9]=164.2;
0	1	0	4	z[0]=136.3;
0	1	0	4	z[1]=99.1;
0	1	0	4	z[2]=55.7;
0	1	0	4	z[3]=49.5;
0	1	0	4	z[4]=49.5;
0	1	0	4	z[5]=117.7;
0	1	0	4	z[6]=154.9;
0	1	0	4	z[7]=117.7;
0	1	0	4	z[8]=117.7;
0	1	0	4	z[9]=136.3;
0	1	1	0	z[0]=99.1;
0	1	1	0	z[1]=117.7;
0	1	1	0	z[2]=123.9;
0	1	1	0	z[3]=555.4;
0	1	1	0	z[4]=92.9;
0	1	1	0	z[5]=37.1;
0	1	1	0	z[6]=0;
0	1	1	0	z[7]=13.45;
0	1	1	0	z[8]=0;
0	1	1	0	z[9]=16.55;
0	1	1	1	z[0]=0;
0	1	1	1	z[1]=0;
0	1	1	1	z[2]=28.95;
0	1	1	1	z[3]=32.05;
0	1	1	1	z[4]=154.9;
0	1	1	1	z[5]=86.7;
0	1	1	1	z[6]=86.7;
0	1	1	1	z[7]=68.1;
0	1	1	1	z[8]=37.1;
0	1	1	1	z[9]=86.7;
0	1	1	2	z[0]=154.9;
0	1	1	2	z[1]=1386.2;
